Time,Force,Jaw,Strain,Stress,TC1
(sec),(kN),(mm),,(MPa),(C)
2.7E-2,0.71361542,3.527638E-3,0.000002,9.0788670000000007,849.40264999999999
2.75E-2,0.70639151,0.000753,0.000267,8.9857922000000006,849.40106000000003
2.8000000000000001E-2,0.70280343000000001,6.3253106E-3,0.000544,8.9287472000000001,849.39948000000004
2.8500000000000001E-2,0.70361865000000001,5.6717683999999999E-3,0.000159,9.0680294000000004,849.39795000000004
2.9000000000000001E-2,1.280135,2.1103012999999999E-3,0.000460,15.768438,849.39635999999996
2.9499999999999998E-2,0.96252965999999995,1.4531050999999999E-3,0.000177,12.442188,849.39477999999997
0.03,0.66943335999999998,2.0367887000000001E-3,0.000256,8.7434998000000004,849.39319
3.0499999999999999E-2,0.5762893,5.3474493000000003E-3,0.000435,7.3773561000000001,849.39166
3.1E-2,0.53858094999999995,5.5937896999999999E-3,0.000180,6.9224372000000001,849.39008000000001
3.15E-2,0.52731269999999997,3.2773055000000001E-3,0.000046,6.7187400000000004,849.38849000000005
3.2000000000000001E-2,0.62503344000000005,1.9859868999999998E-3,0.000264,7.7822608999999998,849.38689999999997
3.2500000000000001E-2,0.68877946999999995,2.3888154E-3,0.000118,8.6998710999999993,849.38538000000005
3.3000000000000002E-2,0.70474647999999995,0.000288,0.000263,8.9958191000000003,849.38378999999998
3.3500000000000002E-2,0.70734375999999999,6.2604816999999998E-3,0.000464,8.9921246000000004,849.38220000000001
3.4000000000000002E-2,0.69294595999999997,3.0052548E-3,0.000033,8.7642117000000006,849.38062000000002
3.4500000000000003E-2,0.70275383999999996,1.7494349999999999E-3,0.000368,8.9532498999999994,849.39666999999997
3.5000000000000003E-2,0.70675224000000003,5.2388123999999999E-3,0.000369,8.9677323999999992,849.43915000000004
3.5499999999999997E-2,0.69842166000000006,0.000410,0.000099,8.9240723000000006,849.48157000000003
3.5999999999999997E-2,0.68772924000000002,3.7235381999999998E-3,0.000369,8.7291898999999997,849.52404999999999
3.6499999999999998E-2,0.69234914000000003,4.4241808000000001E-3,0.000070,8.8150530000000007,849.56646999999998
3.6999999999999998E-2,0.69673388999999997,0.000943,0.000172,8.8544044,849.60895000000005
3.7499999999999999E-2,0.69487166,5.5051856000000003E-3,0.000503,8.8502416999999998,849.65143
3.7999999999999999E-2,0.68140595999999998,4.1416646E-3,0.000044,8.6529483999999997,849.69385
