Time,Force,Jaw,Strain,Stress,TC1
(sec),(kN),(mm),,(MPa),(C)
0,0.25635736999999997,1.0589243999999999E-2,0.000750,3.2198565000000001,950.00043000000005
0.000500,0.31632009,1.7721160999999999E-2,0.000990,3.4816554000000002,949.97613999999999
0.001000,6.4500161E-2,1.7018755999999999E-2,1.3928822999999999E-3,1.2026721,949.95190000000002
1.5E-3,0.25525182000000002,1.7569831000000001E-2,1.6029220999999999E-3,2.9296150000000001,949.92767000000003
2E-3,0.37972116,8.8069793E-3,0.000666,4.6952691,949.90344000000005
2.5000000000000001E-3,0.40573566999999999,5.7809543999999997E-3,0.000680,5.1459998999999996,949.87920999999994
3.0000000000000001E-3,0.40446504999999999,1.3460636E-2,0.000884,5.1806258999999999,949.85497999999995
3.5000000000000001E-3,0.42214444000000001,1.0762584E-2,0.000843,5.4566102000000001,949.83074999999997
4.0000000000000001E-3,0.30317122000000002,9.7925792999999997E-3,1.2443141999999999E-3,3.8667123000000001,949.80646000000002
4.4999999999999997E-3,0.24366961000000001,1.2730717000000001E-2,0.000803,3.0879698000000002,949.78223000000003
5.0000000000000001E-3,0.22625661999999999,5.564556E-3,0.000438,2.8843380999999999,949.75800000000004
5.4999999999999997E-3,0.24972622,8.0302599999999991E-3,0.000911,3.1582267000000002,949.73375999999996
6.0000000000000001E-3,0.23450573999999999,1.1213025E-2,0.000694,3.0287499000000002,949.70952999999997
6.4999999999999997E-3,0.24100994000000001,6.3151224000000004E-3,0.000566,3.0797002,949.73339999999996
7.0000000000000001E-3,0.23003161999999999,1.0770227E-2,0.000886,2.9655390000000001,949.75922000000003
7.4999999999999997E-3,0.24870437000000001,8.1709622999999992E-3,0.000519,3.1776122999999998,949.78510000000006
8.0000000000000002E-3,0.25349708999999998,7.2227879000000004E-3,0.000839,3.2580843000000002,949.81097
8.5000000000000006E-3,0.24084911000000001,1.323007E-2,0.000882,3.1092596000000001,949.83678999999995
8.9999999999999993E-3,0.24605316999999999,7.4098352000000001E-3,0.000575,3.0985756000000002,949.86266999999998
9.4999999999999998E-3,0.25273782,6.7692497000000004E-3,0.000962,3.2143313999999998,949.88855000000001
0.01,0.23011333,2.2253348999999999E-2,1.2628841E-3,3.1247079000000002,949.91436999999996
1.0500000000000001E-2,0.78237069000000004,2.1301288000000002E-2,1.7100936E-3,10.202169,949.94024999999999
1.0999999999999999E-2,0.53252560000000004,2.3184901000000001E-2,2.1886296999999999E-3,7.2005309999999998,949.96613000000002
1.15E-2,0.25016137999999999,1.6955581000000001E-2,1.2905152E-3,3.4364183000000001,949.99194
1.2E-2,0.14789461000000001,5.0532360999999996E-3,0.000537,1.9539104,950.01782000000003
1.2500000000000001E-2,0.12098497,1.0299793E-2,0.000867,1.5535882999999999,950.04363999999998
1.2999999999999999E-2,0.11013186,9.4450703000000004E-3,0.000682,1.4236268000000001,950.06952000000001
1.35E-2,0.10778154,9.9306609000000007E-3,1.0832432000000001E-3,1.361078,950.09540000000004
1.4E-2,0.22706177999999999,1.5889408000000001E-2,1.0068950000000001E-3,2.8408155000000002,950.12121999999999
1.4500000000000001E-2,0.25731169999999998,9.0838792000000005E-3,0.000698,3.2188474999999999,950.14709000000005
1.4999999999999999E-2,0.26051098,1.0112895E-2,1.1647819E-3,3.2368655,950.17296999999996
1.55E-2,0.25377773999999997,1.3610626000000001E-2,0.000827,3.2023012999999998,950.19879000000003
1.6E-2,0.26109507999999998,7.5719202999999999E-3,0.000599,3.2792058000000002,950.22466999999995
1.6500000000000001E-2,0.24554408999999999,1.0277985E-2,1.0974476000000001E-3,3.1282977999999999,950.20690999999999
1.7000000000000001E-2,0.23739911999999999,1.1011917E-2,0.000790,3.0555715999999999,950.18915000000004
1.7500000000000002E-2,0.23015746000000001,7.1440656E-3,0.000691,2.9724317,950.17133000000001
1.7999999999999999E-2,0.23709021999999999,1.189899E-2,0.000903,3.0282149,950.15355999999997
1.8499999999999999E-2,0.21560772,9.1056487999999994E-3,0.000638,2.7770863000000001,950.13580000000002
1.9E-2,0.21313208,8.6845839000000008E-3,0.000966,2.6749603999999998,950.11803999999995
1.95E-2,0.21384433999999999,1.2999747000000001E-2,0.000813,2.7707530999999999,950.10022000000004
0.02,0.26468386999999999,7.6257247000000002E-3,0.000424,3.2481116999999999,950.08245999999997
2.0500000000000001E-2,0.29771930000000002,1.6240237000000001E-2,1.6526450999999999E-3,4.1045908999999998,950.06470000000002
2.1000000000000001E-2,3.7395581999999997E-2,2.2921945999999999E-2,1.6611874999999999E-3,0.93664354000000005,950.04693999999995
2.1499999999999998E-2,0.26827496000000001,1.2175607E-2,1.0907332E-3,3.1071835000000001,950.02910999999995
2.1999999999999999E-2,0.39138572999999999,8.7985778000000004E-3,0.000893,4.9181800000000004,950.01134999999999
2.2499999999999999E-2,0.40450080999999999,7.9982225000000007E-3,0.000537,5.1766342999999999,949.99359000000004
2.3E-2,0.40326490999999998,7.7468064000000003E-3,0.000781,5.0820936999999997,949.97582999999997
2.35E-2,0.40878822999999997,1.3684567999999999E-2,1.0041305E-3,5.2616386000000004,949.95800999999994
2.4E-2,0.29107019000000001,9.5902122999999995E-3,0.000712,3.7994889999999999,949.94024999999999
2.4500000000000001E-2,0.25411949,7.8717964000000005E-3,0.000991,3.3259113,949.92249000000004
2.5000000000000001E-2,0.23110085999999999,1.2342946E-2,0.000761,3.0273359000000002,949.90472
2.5499999999999998E-2,0.23580055999999999,5.8231697999999998E-3,0.000470,3.0077607999999998,949.88696000000004
2.5999999999999999E-2,0.23764893000000001,7.9656643999999992E-3,0.000929,3.0028326999999999,949.86963000000003
2.6499999999999999E-2,0.23752699999999999,1.1586397999999999E-2,0.000675,3.0168830999999998,949.86315999999999
2.7E-2,0.22633677999999999,7.062736E-3,0.000559,2.9492167999999999,949.85668999999996
2.75E-2,0.22746727,1.0353978999999999E-2,0.000977,2.9530180000000001,949.85022000000004
2.8000000000000001E-2,0.23518807,8.3896293999999993E-3,0.000496,3.0151984999999999,949.84375
2.8500000000000001E-2,0.23092222000000001,6.9158850000000001E-3,0.000723,2.9600840000000002,949.83727999999996
2.9000000000000001E-2,0.22670311000000001,1.3558135000000001E-2,0.000954,2.8924379,949.83081000000004
2.9499999999999998E-2,0.22436312999999999,7.9895025000000005E-3,0.000663,2.8560010999999998,949.82434000000001
0.03,0.19804645000000001,4.0454133E-3,0.000158,2.6937101000000001,949.81786999999997
3.0499999999999999E-2,0.74718291000000003,1.4089923000000001E-2,0.000700,9.9975442999999995,949.81146000000001
3.1E-2,0.49772081000000001,1.7284364999999999E-2,1.3341899E-3,6.8127440999999997,949.80498999999998
3.15E-2,0.22227443999999999,1.4430359E-2,1.5985054E-3,3.0883037999999998,949.79852000000005
3.2000000000000001E-2,0.13705592999999999,1.0825644000000001E-2,0.000661,1.8106405999999999,949.79205000000002
3.2500000000000001E-2,0.11121228,5.5125779000000001E-3,0.000390,1.4328561,949.78557999999998
3.3000000000000002E-2,0.10168795,1.1754023000000001E-2,1.0107842999999999E-3,1.2864316,949.77910999999995
3.3500000000000002E-2,8.6911768E-2,1.2539583E-2,0.000870,1.0904377999999999,949.77264000000002
3.4000000000000002E-2,0.19766623999999999,1.0318043000000001E-2,1.0713274999999999E-3,2.5061089999999999,949.76616999999999
3.4500000000000003E-2,0.248808,1.4855294E-2,1.0269921E-3,3.1745496000000002,949.75969999999995
3.5000000000000003E-2,0.23287241,8.8246156999999999E-3,0.000642,2.9083667000000002,949.75323000000003
3.5499999999999997E-2,0.23622367,8.0589270000000005E-3,0.000973,3.0228576999999999,949.74676999999997
3.5999999999999997E-2,0.23541592,1.2313380000000001E-2,0.000709,3.0927210000000001,949.74199999999996
3.6499999999999998E-2,0.25186646000000001,6.6852374000000003E-3,0.000546,3.1791147999999998,949.75653
3.6999999999999998E-2,0.22333992999999999,1.000062E-2,1.1300838000000001E-3,2.8352580000000001,949.77112
3.7499999999999999E-2,0.22433238999999999,1.1406603E-2,0.000737,2.8183074000000001,949.78563999999994
3.7999999999999999E-2,0.22479525,6.7211021999999997E-3,0.000610,2.8922810999999999,949.80016999999998
3.85E-2,0.22817594999999999,1.153882E-2,0.000977,2.8530288000000001,949.81470000000002
3.9E-2,0.21594505,9.2840418000000001E-3,0.000665,2.7787161,949.82928000000004
3.95E-2,0.21579397,7.8417444999999992E-3,0.000866,2.7128606,949.84380999999996
0.04,0.25262447999999998,1.7677208E-2,1.2565942000000001E-3,3.0568881000000001,949.85834
4.0500000000000001E-2,0.26901649999999999,1.5810379999999999E-2,1.1449836E-3,4.0085635000000002,949.87292000000002
